Code	Move	Type	I.O.					P.H.	Resources			Infrastructure
204	Use weapons of mass destruction	Use unconventional mass violence	A	A	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
2041	"Use chemical, biological, or radiological weapons"	Use unconventional mass violence	A	A	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
2042	Detonate nuclear weapons	Use unconventional mass violence	A	A	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
201	Engage in mass expulsion	Use unconventional mass violence	B	A	C	B	B	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
												
170	Coerce	Coerce	B	B	B	B	B	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
171	Seize or damage property	Coerce	B	B	B	B	B	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1711	Confiscate property	Coerce	B	B	B	B	B	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1712	Destroy property	Coerce	A	B	C	B	B	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
172	"Impose administrative sanctions, not specified"	Coerce	B	B	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1721	Impose restrictions on political freedoms	Coerce	B	B	C	B	C	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1722	Ban political parties or politicians	Coerce	B	B	C	B	C	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1723	Impose curfew	Coerce	B	B	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
1724	Impose state of emergency or martial law	Coerce	B	B	C	B	C	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
173	"Arrest, detain, or charge with legal action"	Coerce	A	B	C	B	C	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
174	Expel or deport individuals	Coerce	B	A	C	B	B	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
175	Use tactics of violence repression	Coerce	B	B	C	B	C	A	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
176	Attack cybernetically	Coerce	B	B	C	C	B	B	"PARLOP, PARML2, PARBL2, PARRL2, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	"Communication, Funging, Transportation"
												
150	Demonstrate military or police power	Exhibit force posture	B	C	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
151	Increase police alert status	Exhibit force posture	C	C	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
153	Mobilize or increase police power	Exhibit force posture	B	C	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
152	Increase military alert status	Exhibit force posture	C	D	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
155	Mobilize or increase cyber-forces	Exhibit force posture	B	D	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
154	Mobilize or increase armed forces	Exhibit force posture	B	D	D	C	D	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
												
160	Reduce relations	Reduce relations	B	D	C	C	B	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
162	"Reduce or stop material aid, not specified"	Reduce relations	C	C	B	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1621	Reduce or stop economic assistance	Reduce relations	C	C	B	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Investment"
1622	Reduce or stop military assistance	Reduce relations	C	C	B	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1623	Reduce or stop humanitarian assistance	Reduce relations	C	C	B	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
164	Halt negotiations	Reduce relations	B	D	B	D	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
165	Halt mediation	Reduce relations	B	D	B	D	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
